id,task,framework,constraint,fold,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,auc,balacc,logloss,mae,models,models_ensemble_count,r2,rmse,tag
openml.org/t/190412,arcene,H2OAutoML_pull_5274_exclude_dl,1h8c,3,0.791667,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:27:49,2754.8,2700.7,0.6,59,1147936302,,0.8,0.791667,0.75,0.509061,,,,,,
openml.org/t/146818,Australian,H2OAutoML_pull_5274,1h8c,3,0.929542,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:23:40,2446.1,2418,0.2,72,437619952,,0.826087,0.929542,0.830221,0.357988,,,,,,
openml.org/t/146818,Australian,H2OAutoML_pull_5274_exclude_dl,1h8c,3,0.925297,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T08:42:58,49.6,29,0.3,33,1147936302,,0.826087,0.925297,0.82725,0.364202,,,,,,
openml.org/t/14965,bank-marketing,H2OAutoML_pull_5274,1h8c,3,0.935404,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:38:15,3299.6,3215.5,0.2,164,437619952,,0.900686,0.935404,0.833072,0.213769,,,,,,
openml.org/t/14965,bank-marketing,H2OAutoML_pull_5274_exclude_dl,1h8c,3,0.937325,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:19:37,2204.4,2125.5,0.7,157,1147936302,,0.89582,0.937325,0.840976,0.211533,,,,,,
openml.org/t/190411,ada,H2OAutoML_pull_5274,1h8c,4,0.94349,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:20:09,2489.2,2461.6,0.2,57,437619953,,0.886747,0.94349,0.895413,0.259402,,,,,,
openml.org/t/190411,ada,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.942619,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T08:42:59,111.6,87.3,0.3,40,1147936303,,0.884337,0.942619,0.877552,0.261849,,,,,,
openml.org/t/7592,adult,H2OAutoML_pull_5274,1h8c,4,0.926544,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:33:11,3208.2,3118,0.3,181,437619953,,0.865274,0.926544,0.812545,0.296722,,,,,,
openml.org/t/7592,adult,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.927486,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:11:02,1877.8,1800.1,0.8,143,1147936303,,0.861589,0.927486,0.819809,0.295888,,,,,,
openml.org/t/189354,Airlines,H2OAutoML_pull_5274,1h8c,4,0.729068,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:37:02,3439.1,3322.8,4,37,437619953,,0.611128,0.729068,0.633823,0.600665,,,,,,
openml.org/t/189354,Airlines,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.729721,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:37:49,3321.6,3200.5,3.8,38,1147936303,,0.617079,0.729721,0.637985,0.600106,,,,,,
openml.org/t/189356,Albert,H2OAutoML_pull_5274,1h8c,4,0.746905,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:47:59,4065.2,3710.8,2.1,12,437619953,,0.649798,0.746905,0.649798,0.594348,,,,,,
openml.org/t/189356,Albert,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.768061,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:42:25,3674.5,3297.9,2.9,18,1147936303,,0.669857,0.768061,0.669857,0.575892,,,,,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML_pull_5274,1h8c,4,0.87873,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:36:46,3356,3239.8,3.2,201,437619953,,0.958804,0.87873,0.731173,0.13675,,,,,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.878288,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:34:14,3204,3085,0.8,260,1147936303,,0.96094,0.878288,0.744655,0.135254,,,,,,
openml.org/t/168868,APSFailure,H2OAutoML_pull_5274,1h8c,4,0.988857,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:36:56,3381.9,3310.9,0.3,35,437619953,,0.994605,0.988857,0.932766,0.0181719,,,,,,
openml.org/t/168868,APSFailure,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.990467,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:35:46,3245.7,3177.8,0.3,31,1147936303,,0.995658,0.990467,0.929719,0.0155299,,,,,,
openml.org/t/190412,arcene,H2OAutoML_pull_5274,1h8c,4,1,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:35:35,3275.7,3161.8,1.8,142,437619953,,0.9,1,0.916667,0.298442,,,,,,
openml.org/t/190412,arcene,H2OAutoML_pull_5274_exclude_dl,1h8c,4,1,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:05:34,1413.9,1368.7,0.6,27,1147936303,,0.9,1,0.875,0.36576,,,,,,
openml.org/t/146818,Australian,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.943973,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T08:43:12,52.2,30.1,0.2,34,1147936303,,0.884058,0.943973,0.882852,0.290863,,,,,,
openml.org/t/14965,bank-marketing,H2OAutoML_pull_5274,1h8c,4,0.940505,auc,aws,3.33.0.99999,"{'_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:37:14,3280.7,3195.2,0.6,170,437619953,,0.895156,0.940505,0.846339,0.217401,,,,,,
openml.org/t/14965,bank-marketing,H2OAutoML_pull_5274_exclude_dl,1h8c,4,0.941842,auc,aws,3.33.0.99999,"{'exclude_algos': ['DeepLearning'], '_save_artifacts': ['leaderboard', 'logs', 'model_predictions', 'models[binary]', 'models[json]'], 'verbosity': 'debug'}","dev [master, 24f7370]",2021-01-29T09:20:27,1916.1,1837.1,0.5,133,1147936303,,0.898916,0.941842,0.82961,0.209024,,,,,,
